party_id,time,level,job,spec,map,date,valid,spec_to_level,average_spec_to_level,refined_average_spec_to_level
6,오후 3:31,117,레인저,2950,오징어,2024-12-07,True,25.213675213675213,23.315265259182635,22.90738373825891
6,오후 3:31,117,크루세이더,3696,오징어,2024-12-07,True,31.58974358974359,33.44690268542154,34.01327804169895
6,오후 3:31,127,허밋,2096,오징어,2024-12-07,True,16.503937007874015,20.539495113111144,19.21542439847198
6,오후 3:31,109,허밋,2300,오징어,2024-12-07,True,21.10091743119266,20.539495113111144,19.21542439847198
18,오후 3:31,149,프리스트,910,불어전,2024-12-07,True,6.10738255033557,6.215400207393832,6.215400207393832
19,오후 3:31,131,프리스트,815,불어전,2024-12-07,True,6.221374045801527,6.215400207393832,6.215400207393832
27,오후 3:32,84,나이트,2800,듀파,2024-12-07,True,33.333333333333336,31.906349206349205,31.906349206349205
32,오후 3:32,121,레인저,3250,망둥어,2024-12-07,True,26.859504132231404,23.315265259182635,22.90738373825891
35,오후 3:32,119,용기사,4152,오징어,2024-12-07,True,34.890756302521005,38.1321906246111,37.12041256589504
35,오후 3:32,103,크루세이더,3750,오징어,2024-12-07,True,36.407766990291265,33.44690268542154,34.01327804169895
47,오후 3:32,101,레인저,2750,오징어,2024-12-07,True,27.22772277227723,23.315265259182635,22.90738373825891
47,오후 3:32,111,레인저,2350,오징어,2024-12-07,True,21.17117117117117,23.315265259182635,22.90738373825891
47,오후 3:32,101,레인저,2450,오징어,2024-12-07,True,24.257425742574256,23.315265259182635,22.90738373825891
112,오후 3:39,102,레인저,2400,듀파,2024-12-07,True,23.529411764705884,23.315265259182635,22.90738373825891
112,오후 3:39,86,크루세이더,3300,듀파,2024-12-07,True,38.372093023255815,33.44690268542154,34.01327804169895
120,오후 3:40,138,크루세이더,4600,,2024-12-07,True,33.333333333333336,33.44690268542154,34.01327804169895
140,오후 3:41,117,크루세이더,4154,,2024-12-07,True,35.504273504273506,33.44690268542154,34.01327804169895
150,오후 3:41,103,레인저,2400,,2024-12-07,True,23.300970873786408,23.315265259182635,22.90738373825891
150,오후 3:41,104,허밋,1870,,2024-12-07,True,17.98076923076923,20.539495113111144,19.21542439847198
150,오후 3:41,89,크루세이더,3500,,2024-12-07,True,39.325842696629216,33.44690268542154,34.01327804169895
150,오후 3:41,90,나이트,2579,,2024-12-07,True,28.655555555555555,31.906349206349205,31.906349206349205
173,오후 3:41,149,크루세이더,4450,망둥어,2024-12-07,True,29.86577181208054,33.44690268542154,34.01327804169895
180,오후 3:41,117,크루세이더,3900,오징어,2024-12-07,True,33.333333333333336,33.44690268542154,34.01327804169895
180,오후 3:41,116,레인저,2450,오징어,2024-12-07,True,21.120689655172413,23.315265259182635,22.90738373825891
180,오후 3:41,103,허밋,2164,오징어,2024-12-07,True,21.009708737864077,20.539495113111144,19.21542439847198
180,오후 3:41,121,레인저,2322,오징어,2024-12-07,True,19.1900826446281,23.315265259182635,22.90738373825891
198,오후 8:14,105,용기사,4500,,2024-12-07,True,42.857142857142854,38.1321906246111,37.12041256589504
207,오후 8:15,124,시프,2400,오징어,2024-12-07,True,19.35483870967742,21.4361897299079,21.4361897299079
207,오후 8:15,111,크루세이더,3850,오징어,2024-12-07,True,34.68468468468468,33.44690268542154,34.01327804169895
207,오후 8:15,116,레인저,2400,오징어,2024-12-07,True,20.689655172413794,23.315265259182635,22.90738373825891
207,오후 8:15,111,크루세이더,3270,오징어,2024-12-07,True,29.45945945945946,33.44690268542154,34.01327804169895
217,오후 8:15,129,저격수,3000,망둥어,2024-12-07,True,23.25581395348837,22.620615242879722,22.620615242879722
217,오후 8:15,112,용기사,4700,망둥어,2024-12-07,True,41.964285714285715,38.1321906246111,37.12041256589504
246,오후 8:16,126,크루세이더,3900,,2024-12-07,True,30.952380952380953,33.44690268542154,34.01327804169895
254,오후 8:16,133,크루세이더,4600,망둥어,2024-12-07,True,34.58646616541353,33.44690268542154,34.01327804169895
254,오후 8:16,123,허밋,2587,망둥어,2024-12-07,True,21.03252032520325,20.539495113111144,19.21542439847198
275,오후 8:17,134,프리스트,810,불어전,2024-12-07,True,6.044776119402985,6.215400207393832,6.215400207393832
278,오후 8:17,129,크루세이더,4351,,2024-12-07,True,33.72868217054263,33.44690268542154,34.01327804169895
362,오후 10:52,133,프리스트,815,불어전,2024-12-07,True,6.12781954887218,6.215400207393832,6.215400207393832
363,오후 10:52,103,저격수,2600,,2024-12-07,True,25.24271844660194,22.620615242879722,22.620615242879722
363,오후 10:52,114,용기사,3600,,2024-12-07,True,31.57894736842105,38.1321906246111,37.12041256589504
366,오후 10:52,91,레인저,2175,듀파,2024-12-07,True,23.9010989010989,23.315265259182635,22.90738373825891
366,오후 10:52,91,시프,2175,듀파,2024-12-07,True,23.9010989010989,21.4361897299079,21.4361897299079
366,오후 10:52,112,저격수,2175,듀파,2024-12-07,True,19.419642857142858,22.620615242879722,22.620615242879722
366,오후 10:52,98,레인저,2450,듀파,2024-12-07,True,25.0,23.315265259182635,22.90738373825891
366,오후 10:52,90,용기사,3450,듀파,2024-12-07,True,38.333333333333336,38.1321906246111,37.12041256589504
366,오후 10:52,104,크루세이더,2900,듀파,2024-12-07,True,27.884615384615383,33.44690268542154,34.01327804169895
366,오후 10:52,92,크루세이더,3500,듀파,2024-12-07,True,38.04347826086956,33.44690268542154,34.01327804169895
366,오후 10:52,97,허밋,1600,듀파,2024-12-07,True,16.49484536082474,20.539495113111144,19.21542439847198
366,오후 10:52,96,크루세이더,3027,듀파,2024-12-07,True,31.53125,33.44690268542154,34.01327804169895
366,오후 10:52,92,크루세이더,3140,듀파,2024-12-07,True,34.130434782608695,33.44690268542154,34.01327804169895
366,오후 10:52,103,용기사,3300,듀파,2024-12-07,True,32.03883495145631,38.1321906246111,37.12041256589504
366,오후 10:52,89,크루세이더,3400,듀파,2024-12-07,True,38.20224719101124,33.44690268542154,34.01327804169895
384,오후 10:53,140,저격수,3159,망둥어,2024-12-07,True,22.564285714285713,22.620615242879722,22.620615242879722
384,오후 10:53,122,허밋,2553,망둥어,2024-12-07,True,20.92622950819672,20.539495113111144,19.21542439847198
386,오후 10:53,114,시프,2400,망둥어,2024-12-07,True,21.05263157894737,21.4361897299079,21.4361897299079
386,오후 10:53,114,레인저,2400,망둥어,2024-12-07,True,21.05263157894737,23.315265259182635,22.90738373825891
389,오후 10:53,116,레인저,2500,오징어,2024-12-07,True,21.551724137931036,23.315265259182635,22.90738373825891
402,오후 10:54,110,용기사,3850,듀파,2024-12-07,True,35.0,38.1321906246111,37.12041256589504
405,오후 10:54,100,용기사,4030,듀파,2024-12-07,True,40.3,38.1321906246111,37.12041256589504
408,오후 10:54,135,프리스트,840,,2024-12-07,True,6.222222222222222,6.215400207393832,6.215400207393832
414,오후 10:54,133,썬콜,920,,2024-12-07,True,6.917293233082707,7.493646616541353,7.493646616541353
417,오후 10:54,133,크루세이더,4312,망둥어,2024-12-07,True,32.421052631578945,33.44690268542154,34.01327804169895
417,오후 10:54,130,허밋,2530,망둥어,2024-12-07,True,19.46153846153846,20.539495113111144,19.21542439847198
455,오후 10:56,118,레인저,2550,와협,2024-12-07,True,21.610169491525422,23.315265259182635,22.90738373825891
470,오후 10:56,136,프리스트,836,검켄,2024-12-07,True,6.147058823529412,6.215400207393832,6.215400207393832
492,오후 11:10,111,허밋,2100,오징어,2024-12-07,True,18.91891891891892,20.539495113111144,19.21542439847198
492,오후 11:10,104,허밋,2030,오징어,2024-12-07,True,19.51923076923077,20.539495113111144,19.21542439847198
510,오후 11:11,126,나이트,4250,와협,2024-12-07,True,33.73015873015873,31.906349206349205,31.906349206349205
512,오후 11:11,113,레인저,2600,듀파,2024-12-07,True,23.008849557522122,23.315265259182635,22.90738373825891
513,오후 11:11,103,크루세이더,3900,,2024-12-07,True,37.86407766990291,33.44690268542154,34.01327804169895
537,오후 11:12,114,허밋,2100,,2024-12-07,True,18.42105263157895,20.539495113111144,19.21542439847198
545,오후 11:12,135,레인저,2800,듀파,2024-12-07,True,20.74074074074074,23.315265259182635,22.90738373825891
555,오후 11:13,121,크루세이더,4000,망둥어,2024-12-07,True,33.05785123966942,33.44690268542154,34.01327804169895
563,오후 11:13,113,프리스트,750,붉켄,2024-12-07,True,6.6371681415929205,6.215400207393832,6.215400207393832
591,오후 11:14,100,썬콜,807,레와둥,2024-12-07,True,8.07,7.493646616541353,7.493646616541353
7,오후 5:14,115,크루세이더,3730,오징어,2024-12-08,True,32.43478260869565,34.67640060821154,34.67640060821154
7,오후 5:14,111,저격수,2764,오징어,2024-12-08,True,24.9009009009009,24.9009009009009,24.9009009009009
7,오후 5:14,113,허밋,1930,오징어,2024-12-08,True,17.079646017699115,18.703310925081386,17.938709952202924
7,오후 5:14,102,허밋,2000,오징어,2024-12-08,True,19.607843137254903,18.703310925081386,17.938709952202924
16,오후 5:14,104,레인저,2500,와협,2024-12-08,True,24.03846153846154,23.003472219066463,23.003472219066463
18,오후 5:14,114,크루세이더,3800,망둥어,2024-12-08,True,33.333333333333336,34.67640060821154,34.67640060821154
24,오후 5:14,100,레인저,2500,듀파,2024-12-08,True,25.0,23.003472219066463,23.003472219066463
25,오후 5:14,135,허밋,2574,,2024-12-08,True,19.066666666666666,18.703310925081386,17.938709952202924
29,오후 5:15,100,레인저,2100,,2024-12-08,True,21.0,23.003472219066463,23.003472219066463
30,오후 5:15,137,용기사,4950,망용둥,2024-12-08,True,36.13138686131387,33.38854638624135,33.38854638624135
47,오후 5:15,113,레인저,2500,듀파,2024-12-08,True,22.123893805309734,23.003472219066463,23.003472219066463
64,오후 5:16,115,크루세이더,4200,듀파,2024-12-08,True,36.52173913043478,34.67640060821154,34.67640060821154
74,오후 5:16,140,프리스트,880,검켄,2024-12-08,True,6.285714285714286,6.513801263998592,6.513801263998592
96,오후 5:18,105,레인저,2460,듀파,2024-12-08,True,23.428571428571427,23.003472219066463,23.003472219066463
96,오후 5:18,110,허밋,1900,듀파,2024-12-08,True,17.272727272727273,18.703310925081386,17.938709952202924
96,오후 5:18,90,크루세이더,3639,듀파,2024-12-08,True,40.43333333333333,34.67640060821154,34.67640060821154
96,오후 5:18,88,나이트,2750,듀파,2024-12-08,True,31.25,35.48749692042375,31.072154471544714
104,오후 6:18,129,프리스트,810,불어전,2024-12-08,True,6.27906976744186,6.513801263998592,6.513801263998592
104,오후 6:18,112,프리스트,810,불어전,2024-12-08,True,7.232142857142857,6.513801263998592,6.513801263998592
105,오후 6:18,126,허밋,2100,듀파,2024-12-08,True,16.666666666666668,18.703310925081386,17.938709952202924
105,오후 6:18,114,용기사,3138,듀파,2024-12-08,True,27.526315789473685,33.38854638624135,33.38854638624135
117,오후 6:18,151,프리스트,945,불어전,2024-12-08,True,6.258278145695364,6.513801263998592,6.513801263998592
131,오후 6:19,126,용기사,4600,협동,2024-12-08,True,36.507936507936506,33.38854638624135,33.38854638624135
131,오후 6:19,130,크루세이더,4200,협동,2024-12-08,True,32.30769230769231,34.67640060821154,34.67640060821154
133,오후 6:19,109,크루세이더,3600,오징어,2024-12-08,True,33.027522935779814,34.67640060821154,34.67640060821154
140,오후 6:19,107,레인저,2400,오징어,2024-12-08,True,22.429906542056074,23.003472219066463,23.003472219066463
143,오후 6:20,123,나이트,3800,,2024-12-08,True,30.89430894308943,35.48749692042375,31.072154471544714
164,오후 6:20,100,썬콜,780,붉켄,2024-12-08,True,7.8,7.8,7.8
8,오전 12:42,143,저격수,3800,망용둥,2024-12-09,True,26.573426573426573,24.89417809806159,24.89417809806159
8,오전 12:42,110,용기사,4639,망용둥,2024-12-09,True,42.17272727272727,38.1136343673918,36.411689894487225
18,오전 12:43,137,용기사,4950,망용둥,2024-12-09,True,36.13138686131387,38.1136343673918,36.411689894487225
52,오전 12:45,121,레인저,2760,망용둥,2024-12-09,True,22.8099173553719,22.752899871874916,24.02376970132236
75,오전 12:46,110,허밋,2050,망용둥,2024-12-09,True,18.636363636363637,17.781654913123155,16.92226560038145
85,오전 12:47,103,저격수,2650,와협,2024-12-09,True,25.728155339805824,24.89417809806159,24.89417809806159
95,오전 12:48,122,썬콜,900,망용둥,2024-12-09,True,7.377049180327869,6.657135810665659,6.657135810665659
99,오전 12:51,153,용기사,5250,,2024-12-09,True,34.31372549019608,38.1136343673918,36.411689894487225
143,오전 12:53,141,크루세이더,3753,망둥어,2024-12-09,True,26.617021276595743,31.936421502814778,31.936421502814778
147,오전 12:53,95,썬콜,638,붉켄,2024-12-09,True,6.71578947368421,6.657135810665659,6.657135810665659
165,오전 2:05,112,허밋,1650,듀파,2024-12-09,True,14.732142857142858,17.781654913123155,16.92226560038145
179,오전 2:06,121,허밋,2190,망용둥,2024-12-09,True,18.09917355371901,17.781654913123155,16.92226560038145
229,오전 2:09,86,허밋,1600,듀파,2024-12-09,True,18.6046511627907,17.781654913123155,16.92226560038145
237,오전 2:09,136,레인저,3200,망용둥,2024-12-09,True,23.529411764705884,22.752899871874916,24.02376970132236
241,오전 2:09,130,프리스트,816,불어전,2024-12-09,True,6.276923076923077,6.711594740195417,6.0550200931543285
249,오전 2:09,98,레인저,2300,듀파,2024-12-09,True,23.46938775510204,22.752899871874916,24.02376970132236
275,오후 7:10,99,허밋,1580,듀파,2024-12-09,True,15.95959595959596,17.781654913123155,16.92226560038145
280,오후 7:10,141,크루세이더,4270,,2024-12-09,True,30.28368794326241,31.936421502814778,31.936421502814778
283,오후 7:10,123,프리스트,700,검켄,2024-12-09,True,5.691056910569106,6.711594740195417,6.0550200931543285
285,오후 7:10,127,썬콜,795,레와둥,2024-12-09,True,6.25984251968504,6.657135810665659,6.657135810665659
298,오후 7:10,116,썬콜,728,불어전,2024-12-09,True,6.275862068965517,6.657135810665659,6.657135810665659
326,오후 7:11,118,용기사,4330,,2024-12-09,True,36.69491525423729,38.1136343673918,36.411689894487225
364,오후 7:13,105,저격수,2350,오징어,2024-12-09,True,22.38095238095238,24.89417809806159,24.89417809806159
371,오후 7:13,113,크루세이더,3800,,2024-12-09,True,33.6283185840708,31.936421502814778,31.936421502814778
380,오후 7:13,155,허밋,2850,망용둥,2024-12-09,True,18.387096774193548,17.781654913123155,16.92226560038145
396,오후 7:14,115,크루세이더,3700,망둥어,2024-12-09,True,32.17391304347826,31.936421502814778,31.936421502814778
407,오후 7:14,115,허밋,2081,망용둥,2024-12-09,True,18.095652173913045,17.781654913123155,16.92226560038145
411,오후 7:14,137,프리스트,849,,2024-12-09,True,6.197080291970803,6.711594740195417,6.0550200931543285
448,오후 7:16,109,레인저,2510,듀파,2024-12-09,True,23.027522935779817,22.752899871874916,24.02376970132236
448,오후 7:16,92,레인저,2510,듀파,2024-12-09,True,27.282608695652176,22.752899871874916,24.02376970132236
448,오후 7:16,101,용기사,3250,듀파,2024-12-09,True,32.17821782178218,38.1136343673918,36.411689894487225
448,오후 7:16,96,용기사,3550,듀파,2024-12-09,True,36.979166666666664,38.1136343673918,36.411689894487225
448,오후 7:16,108,허밋,1674,듀파,2024-12-09,True,15.5,17.781654913123155,16.92226560038145
448,오후 7:16,105,허밋,1500,듀파,2024-12-09,True,14.285714285714286,17.781654913123155,16.92226560038145
448,오후 7:16,96,크루세이더,3550,듀파,2024-12-09,True,36.979166666666664,31.936421502814778,31.936421502814778
448,오후 7:16,112,나이트,2742,듀파,2024-12-09,True,24.482142857142858,24.482142857142858,24.482142857142858
7,오전 12:01,93,썬콜,650,붉켄,2024-12-10,True,6.989247311827957,6.692916593504511,6.365301245946407
7,오전 12:01,94,프리스트,650,붉켄,2024-12-10,True,6.914893617021277,6.359031153233954,6.359031153233954
16,오전 12:01,135,썬콜,848,협동,2024-12-10,True,6.281481481481482,6.692916593504511,6.365301245946407
22,오전 12:01,128,용기사,3200,,2024-12-10,True,25.0,25.0,25.0
26,오전 12:01,147,썬콜,910,불어전,2024-12-10,True,6.190476190476191,6.692916593504511,6.365301245946407
26,오전 12:01,147,프리스트,910,불어전,2024-12-10,True,6.190476190476191,6.359031153233954,6.359031153233954
64,오전 12:03,127,크루세이더,3950,,2024-12-10,True,31.10236220472441,31.592703179603824,34.227721079767946
86,오전 12:04,123,저격수,3100,,2024-12-10,True,25.203252032520325,25.203252032520325,25.203252032520325
94,오전 12:04,103,크루세이더,3900,오징어,2024-12-10,True,37.86407766990291,31.592703179603824,34.227721079767946
94,오전 12:04,114,레인저,2350,오징어,2024-12-10,True,20.614035087719298,20.614035087719298,20.614035087719298
94,오전 12:04,105,크루세이더,3650,오징어,2024-12-10,True,34.76190476190476,31.592703179603824,34.227721079767946
94,오전 12:04,112,허밋,2000,오징어,2024-12-10,True,17.857142857142858,20.984848484848484,18.75
140,오전 12:10,120,썬콜,720,불어전,2024-12-10,True,6.0,6.692916593504511,6.365301245946407
140,오전 12:10,112,허밋,2200,불어전,2024-12-10,True,19.642857142857142,20.984848484848484,18.75
168,오전 12:11,126,크루세이더,4181,협동,2024-12-10,True,33.182539682539684,31.592703179603824,34.227721079767946
180,오전 12:12,158,프리스트,971,불어전,2024-12-10,True,6.1455696202531644,6.359031153233954,6.359031153233954
197,오전 12:13,135,프리스트,835,,2024-12-10,True,6.185185185185185,6.359031153233954,6.359031153233954
